experiment,filename,onomatopoeia_type,ground_truth_keyword,recognized_text,is_correct
exp1_sd15_2050,Ting_00008_.png,ting,ting,TunGG EUIC MOOM,0
exp1_sd15_2050,Ting_00009_.png,ting,ting,TING,1
exp1_sd15_2050,Ting_00010_.png,ting,ting,trinG,0
exp1_sd15_2050,TokTok_00001_.png,toktok,tok,ToOH,0
exp1_sd15_2050,TokTok_00002_.png,toktok,tok,,0
exp1_sd15_2050,TokTok_00003_.png,toktok,tok,7okg TOOKI,0
exp1_sd15_2050,TokTok_00004_.png,toktok,tok,TOK TIK?,1
exp1_sd15_2050,TokTok_00005_.png,toktok,tok,,0
exp1_sd15_2050,TokTok_00006_.png,toktok,tok,TOK,1
exp1_sd15_2050,TokTok_00007_.png,toktok,tok,HooK,0
exp1_sd15_2050,TokTok_00008_.png,toktok,tok,TOKK,1
exp1_sd15_2050,TokTok_00009_.png,toktok,tok,Tit@9K 1,0
exp1_sd15_2050,TokTok_00010_.png,toktok,tok,TOOKKi,0
exp2_sd15_3050,Byur_00001_.png,byur,byur,Sva,0
exp2_sd15_3050,Byur_00002_.png,byur,byur,Nx,0
exp2_sd15_3050,Byur_00003_.png,byur,byur,AW 75 Booz,0
exp2_sd15_3050,Byur_00004_.png,byur,byur,BUR,0
exp2_sd15_3050,Byur_00005_.png,byur,byur,"Vp , BYOUR",0
exp2_sd15_3050,Byur_00006_.png,byur,byur,SBYUR,1
exp2_sd15_3050,Byur_00007_.png,byur,byur,BUUUR Ma:,0
exp2_sd15_3050,Byur_00008_.png,byur,byur,BBUurrz=_ 7pA M,0
exp2_sd15_3050,Byur_00009_.png,byur,byur,ByuR,1
exp2_sd15_3050,Byur_00010_.png,byur,byur,Ja @YULT,0
exp2_sd15_3050,Dutt_00001_.png,dutt,dutt,DUurT @uWuut,0
exp2_sd15_3050,Dutt_00002_.png,dutt,dutt,Dv DUIITT,0
exp2_sd15_3050,Dutt_00003_.png,dutt,dutt,Duur,0
exp2_sd15_3050,Dutt_00004_.png,dutt,dutt,Quutttt,0
exp2_sd15_3050,Dutt_00005_.png,dutt,dutt,Deguw,0
exp2_sd15_3050,Dutt_00006_.png,dutt,dutt,Duufrg OOwuvt,0
exp2_sd15_3050,Dutt_00007_.png,dutt,dutt,QQuuit,0
exp2_sd15_3050,Dutt_00008_.png,dutt,dutt,OwuT,0
exp2_sd15_3050,Dutt_00009_.png,dutt,dutt,DW.,0
exp2_sd15_3050,Dutt_00010_.png,dutt,dutt,Duuttt;,1
exp2_sd15_3050,Gluduk_00001_.png,gluduk,gluduk,,0
exp2_sd15_3050,Gluduk_00002_.png,gluduk,gluduk,4 GUUUKK,0
exp2_sd15_3050,Gluduk_00003_.png,gluduk,gluduk,GLVoLe GuiEX IUuc Uiux,0
exp2_sd15_3050,Gluduk_00004_.png,gluduk,gluduk,,0
exp2_sd15_3050,Gluduk_00005_.png,gluduk,gluduk,UJUL,0
exp2_sd15_3050,Gluduk_00006_.png,gluduk,gluduk,GUUUER,0
exp2_sd15_3050,Gluduk_00007_.png,gluduk,gluduk,Renck F6lae Guuuu,0
exp2_sd15_3050,Gluduk_00008_.png,gluduk,gluduk,,0
exp2_sd15_3050,Gluduk_00009_.png,gluduk,gluduk,GUUUK ,0
exp2_sd15_3050,Gluduk_00010_.png,gluduk,gluduk,,0
exp2_sd15_3050,Gong_00001_.png,gongg,gongg,,0
exp2_sd15_3050,Gong_00002_.png,gongg,gongg,(} 70,0
exp2_sd15_3050,Gong_00003_.png,gongg,gongg,GUNNIG,0
exp2_sd15_3050,Gong_00004_.png,gongg,gongg,,0
exp2_sd15_3050,Gong_00005_.png,gongg,gongg,,0
exp2_sd15_3050,Gong_00006_.png,gongg,gongg,,0
exp2_sd15_3050,Gong_00007_.png,gongg,gongg,,0
exp2_sd15_3050,Gong_00008_.png,gongg,gongg,,0
exp2_sd15_3050,Gong_00009_.png,gongg,gongg,,0
exp2_sd15_3050,Gong_00010_.png,gongg,gongg,,0
exp2_sd15_3050,Ting_00001_.png,ting,ting,SWwS,0
exp2_sd15_3050,Ting_00002_.png,ting,ting,twunG.,0
exp2_sd15_3050,Ting_00003_.png,ting,ting,uunC_,0
exp2_sd15_3050,Ting_00004_.png,ting,ting,TFTNG,0
exp2_sd15_3050,Ting_00005_.png,ting,ting,W Une,0
exp2_sd15_3050,Ting_00006_.png,ting,ting,184x T^ {UlC,0
exp2_sd15_3050,Ting_00007_.png,ting,ting,7w8:,0
exp2_sd15_3050,Ting_00008_.png,ting,ting,TuMic,0
exp2_sd15_3050,Ting_00009_.png,ting,ting,NNG<,0
exp2_sd15_3050,Ting_00010_.png,ting,ting,trlM€ _,0
exp2_sd15_3050,TokTok_00001_.png,toktok,tok,TT,0
exp2_sd15_3050,TokTok_00002_.png,toktok,tok,TOUUR,0
exp2_sd15_3050,TokTok_00003_.png,toktok,tok,KOUQUHH,0
exp2_sd15_3050,TokTok_00004_.png,toktok,tok,tORR,0
exp2_sd15_3050,TokTok_00005_.png,toktok,tok,Bud@s,0
exp2_sd15_3050,TokTok_00006_.png,toktok,tok,{oKr,0
exp2_sd15_3050,TokTok_00007_.png,toktok,tok,TUUR,0
exp2_sd15_3050,TokTok_00008_.png,toktok,tok,{u3;,0
exp2_sd15_3050,TokTok_00009_.png,toktok,tok,Euuuer,0
exp2_sd15_3050,TokTok_00010_.png,toktok,tok,Buuwir,0
exp3_sd15_3050_v2,Byur_00001_.png,byur,byur,Byr,0
exp3_sd15_3050_v2,Byur_00002_.png,byur,byur,BYUR Buble,1
exp3_sd15_3050_v2,Byur_00003_.png,byur,byur,BYUR,1
exp3_sd15_3050_v2,Byur_00004_.png,byur,byur,Byir,0
exp3_sd15_3050_v2,Byur_00005_.png,byur,byur,Bxrr:,0
exp3_sd15_3050_v2,Byur_00006_.png,byur,byur,BYR,0
exp3_sd15_3050_v2,Byur_00007_.png,byur,byur,B7R,0
exp3_sd15_3050_v2,Byur_00008_.png,byur,byur,BJUR,0
exp3_sd15_3050_v2,Byur_00009_.png,byur,byur,ByuR BUR,1
exp3_sd15_3050_v2,Byur_00010_.png,byur,byur,BYR,0
exp3_sd15_3050_v2,Duttt_00001_.png,dutt,dutt,D Juiitt),0
exp3_sd15_3050_v2,Duttt_00002_.png,dutt,dutt,,0
exp3_sd15_3050_v2,Duttt_00003_.png,dutt,dutt,,0
exp3_sd15_3050_v2,Duttt_00004_.png,dutt,dutt,Qn,0
exp3_sd15_3050_v2,Duttt_00005_.png,dutt,dutt,DUUTT,1
exp3_sd15_3050_v2,Duttt_00006_.png,dutt,dutt,,0
exp3_sd15_3050_v2,Duttt_00007_.png,dutt,dutt,,0
exp3_sd15_3050_v2,Duttt_00008_.png,dutt,dutt,,0
exp3_sd15_3050_v2,Duttt_00009_.png,dutt,dutt,Lo? DUuUmi,0
exp3_sd15_3050_v2,Duttt_00010_.png,dutt,dutt,Dellt,0
exp3_sd15_3050_v2,Gluduk_00001_.png,gluduk,gluduk,,0
exp3_sd15_3050_v2,Gluduk_00002_.png,gluduk,gluduk,,0
exp3_sd15_3050_v2,Gluduk_00003_.png,gluduk,gluduk,,0
exp3_sd15_3050_v2,Gluduk_00004_.png,gluduk,gluduk,,0
exp3_sd15_3050_v2,Gluduk_00005_.png,gluduk,gluduk,,0
exp3_sd15_3050_v2,Gluduk_00006_.png,gluduk,gluduk,,0
exp3_sd15_3050_v2,Gluduk_00007_.png,gluduk,gluduk,GLGUDUK,0
exp3_sd15_3050_v2,Gluduk_00008_.png,gluduk,gluduk,GLUDDK,0
exp3_sd15_3050_v2,Gluduk_00009_.png,gluduk,gluduk,,0
exp3_sd15_3050_v2,Gluduk_00010_.png,gluduk,gluduk,,0
exp3_sd15_3050_v2,Gongg_00001_.png,gongg,gongg,ong,0
exp3_sd15_3050_v2,Gongg_00002_.png,gongg,gongg,GoNCG,0
exp3_sd15_3050_v2,Gongg_00003_.png,gongg,gongg,,0
exp3_sd15_3050_v2,Gongg_00004_.png,gongg,gongg,OONOG,0
exp3_sd15_3050_v2,Gongg_00005_.png,gongg,gongg,GONNOG,0
exp3_sd15_3050_v2,Gongg_00006_.png,gongg,gongg,Gonga,0
exp3_sd15_3050_v2,Gongg_00007_.png,gongg,gongg,,0
exp3_sd15_3050_v2,Gongg_00008_.png,gongg,gongg,Gong,0
exp3_sd15_3050_v2,Gongg_00009_.png,gongg,gongg,GONOg,0
exp3_sd15_3050_v2,Gongg_00010_.png,gongg,gongg,Giong,0
exp3_sd15_3050_v2,Ting_00001_.png,ting,ting,,0
exp3_sd15_3050_v2,Ting_00002_.png,ting,ting,TNG,0
exp3_sd15_3050_v2,Ting_00003_.png,ting,ting,TING,1
exp3_sd15_3050_v2,Ting_00004_.png,ting,ting,CING,0
exp3_sd15_3050_v2,Ting_00005_.png,ting,ting,TIING,0
exp3_sd15_3050_v2,Ting_00006_.png,ting,ting,TNS,0
exp3_sd15_3050_v2,Ting_00007_.png,ting,ting,T@nfg,0
exp3_sd15_3050_v2,Ting_00008_.png,ting,ting,TuG,0
exp3_sd15_3050_v2,Ting_00009_.png,ting,ting,TiWg,0
exp3_sd15_3050_v2,Ting_00010_.png,ting,ting,TWG,0
exp3_sd15_3050_v2,TokTok_00001_.png,toktok,tok,8,0
exp3_sd15_3050_v2,TokTok_00002_.png,toktok,tok,TTOKK TeX,1
exp3_sd15_3050_v2,TokTok_00003_.png,toktok,tok,TOOK,0
exp3_sd15_3050_v2,TokTok_00004_.png,toktok,tok,,0
exp3_sd15_3050_v2,TokTok_00005_.png,toktok,tok,83,0
exp3_sd15_3050_v2,TokTok_00006_.png,toktok,tok,1J OK,0
exp3_sd15_3050_v2,TokTok_00007_.png,toktok,tok,To% ToK,1
exp3_sd15_3050_v2,TokTok_00008_.png,toktok,tok,IOA,0
exp3_sd15_3050_v2,TokTok_00009_.png,toktok,tok,Bdk,0
exp3_sd15_3050_v2,TokTok_00010_.png,toktok,tok,TOJK TOK,1
exp4_sd15_3050_v3,Byur_00001_.png,byur,byur,E2uz,0
exp4_sd15_3050_v3,Byur_00002_.png,byur,byur,(30525,0
exp4_sd15_3050_v3,Byur_00003_.png,byur,byur,Buuv,0
exp4_sd15_3050_v3,Byur_00004_.png,byur,byur,,0
exp4_sd15_3050_v3,Byur_00005_.png,byur,byur,,0
exp4_sd15_3050_v3,Byur_00006_.png,byur,byur,P,0
exp4_sd15_3050_v3,Byur_00007_.png,byur,byur,,0
exp4_sd15_3050_v3,Byur_00008_.png,byur,byur,leak8 3UURr,0
exp4_sd15_3050_v3,Byur_00009_.png,byur,byur,BOUK,0
exp4_sd15_3050_v3,Byur_00010_.png,byur,byur,,0
exp4_sd15_3050_v3,Dutt_00001_.png,dutt,dutt,QUVuSik,0
exp4_sd15_3050_v3,Dutt_00002_.png,dutt,dutt,Duuu ,0
exp4_sd15_3050_v3,Dutt_00003_.png,dutt,dutt,WXUUTT,0
exp4_sd15_3050_v3,Dutt_00004_.png,dutt,dutt,Pugr,0
exp4_sd15_3050_v3,Dutt_00005_.png,dutt,dutt,Dunst_,0
exp4_sd15_3050_v3,Dutt_00006_.png,dutt,dutt,DUuUt,1
exp4_sd15_3050_v3,Dutt_00007_.png,dutt,dutt,Dwouz',0
exp4_sd15_3050_v3,Dutt_00008_.png,dutt,dutt,WuUJ,0
exp4_sd15_3050_v3,Dutt_00009_.png,dutt,dutt,Oulntt,0
exp4_sd15_3050_v3,Dutt_00010_.png,dutt,dutt,@uuTT},0
exp4_sd15_3050_v3,Gluduk_00001_.png,gluduk,gluduk,SudL,0
exp4_sd15_3050_v3,Gluduk_00002_.png,gluduk,gluduk,GuuDuk,0
exp4_sd15_3050_v3,Gluduk_00003_.png,gluduk,gluduk,GULUDUUR,0
exp4_sd15_3050_v3,Gluduk_00004_.png,gluduk,gluduk,@HQr,0
exp4_sd15_3050_v3,Gluduk_00005_.png,gluduk,gluduk,Gifuwy Glut OuK,0
exp4_sd15_3050_v3,Gluduk_00006_.png,gluduk,gluduk,Guuduux,0
exp4_sd15_3050_v3,Gluduk_00007_.png,gluduk,gluduk,"64Le ""GLUDDuk",0
exp4_sd15_3050_v3,Gluduk_00008_.png,gluduk,gluduk,Clo,0
exp4_sd15_3050_v3,Gluduk_00009_.png,gluduk,gluduk,#uk,0
exp4_sd15_3050_v3,Gluduk_00010_.png,gluduk,gluduk,CL,0
exp4_sd15_3050_v3,Gong_00001_.png,gongg,gongg,GOwGG,0
exp4_sd15_3050_v3,Gong_00002_.png,gongg,gongg,Gongg,1
exp4_sd15_3050_v3,Gong_00003_.png,gongg,gongg,GCONNGGG _,0
exp4_sd15_3050_v3,Gong_00004_.png,gongg,gongg,GGONGGG,1
exp4_sd15_3050_v3,Gong_00005_.png,gongg,gongg,GGOONGGGG,0
exp4_sd15_3050_v3,Gong_00006_.png,gongg,gongg,GGONGGG:,1
exp4_sd15_3050_v3,Gong_00007_.png,gongg,gongg,GronG G},0
exp4_sd15_3050_v3,Gong_00008_.png,gongg,gongg,GoongG,0
exp4_sd15_3050_v3,Gong_00009_.png,gongg,gongg,GONG:C,0
exp4_sd15_3050_v3,Gong_00010_.png,gongg,gongg,"""Gi( GONGG(",1
exp4_sd15_3050_v3,Ting_00001_.png,ting,ting,GTFNG ,0
exp4_sd15_3050_v3,Ting_00002_.png,ting,ting,GUINGG,0
exp4_sd15_3050_v3,Ting_00003_.png,ting,ting,Nv GUNCG,0
exp4_sd15_3050_v3,Ting_00004_.png,ting,ting,GHNGG OW Smne,0
exp4_sd15_3050_v3,Ting_00005_.png,ting,ting,GUXTGb,0
exp4_sd15_3050_v3,Ting_00006_.png,ting,ting,@CU (g SUNGG} @WI,0
exp4_sd15_3050_v3,Ting_00007_.png,ting,ting,6 YNAC I,0
exp4_sd15_3050_v3,Ting_00008_.png,ting,ting,M GUNGG,0
exp4_sd15_3050_v3,Ting_00009_.png,ting,ting,A Gung?,0
exp4_sd15_3050_v3,Ting_00010_.png,ting,ting,GINGL,0
exp4_sd15_3050_v3,TokTok_00001_.png,toktok,tok,Tek oKe,0
exp4_sd15_3050_v3,TokTok_00002_.png,toktok,tok,2okz OKK,0
exp4_sd15_3050_v3,TokTok_00003_.png,toktok,tok,Sjex  Zuoxs,0
exp4_sd15_3050_v3,TokTok_00004_.png,toktok,tok,Torol Tuvon,0
exp4_sd15_3050_v3,TokTok_00005_.png,toktok,tok,[okk TKIK,0
exp4_sd15_3050_v3,TokTok_00006_.png,toktok,tok,Fox Fox,0
exp4_sd15_3050_v3,TokTok_00007_.png,toktok,tok,@CBI _,0
exp4_sd15_3050_v3,TokTok_00008_.png,toktok,tok,Jok; Tok,1
exp4_sd15_3050_v3,TokTok_00009_.png,toktok,tok,Tox JKOY:,0
exp4_sd15_3050_v3,TokTok_00010_.png,toktok,tok,€KK TCKI,0
exp5_sdxl_a6000,Byur_00001_.png,byur,byur,By,0
exp5_sdxl_a6000,Byur_00002_.png,byur,byur,BBYL R,0
exp5_sdxl_a6000,Byur_00003_.png,byur,byur,e BYUR,1
exp5_sdxl_a6000,Byur_00004_.png,byur,byur,BXr,0
exp5_sdxl_a6000,Byur_00005_.png,byur,byur,BYuR,1
exp5_sdxl_a6000,Byur_00006_.png,byur,byur,LIHUR,0
exp5_sdxl_a6000,Byur_00007_.png,byur,byur,BJR,0
exp5_sdxl_a6000,Byur_00008_.png,byur,byur,BR,0
exp5_sdxl_a6000,Byur_00009_.png,byur,byur,BYYUR Boll,0
exp5_sdxl_a6000,Byur_00010_.png,byur,byur,Byr,0
exp5_sdxl_a6000,Duttt_00001_.png,dutt,dutt,,0
exp5_sdxl_a6000,Duttt_00002_.png,dutt,dutt,,0
exp5_sdxl_a6000,Duttt_00003_.png,dutt,dutt,DUUISTI,0
exp5_sdxl_a6000,Duttt_00004_.png,dutt,dutt,K0 CcIv,0
exp5_sdxl_a6000,Duttt_00005_.png,dutt,dutt,,0
exp5_sdxl_a6000,Duttt_00006_.png,dutt,dutt,,0
exp5_sdxl_a6000,Duttt_00007_.png,dutt,dutt,,0
exp5_sdxl_a6000,Duttt_00008_.png,dutt,dutt,,0
exp5_sdxl_a6000,Duttt_00009_.png,dutt,dutt,,0
exp5_sdxl_a6000,Duttt_00010_.png,dutt,dutt,,0
exp5_sdxl_a6000,Gluduk_00001_.png,gluduk,gluduk,,0
exp5_sdxl_a6000,Gluduk_00002_.png,gluduk,gluduk,Gesdr,0
exp5_sdxl_a6000,Gluduk_00003_.png,gluduk,gluduk,,0
exp5_sdxl_a6000,Gluduk_00004_.png,gluduk,gluduk,GLUDDK,0
exp5_sdxl_a6000,Gluduk_00005_.png,gluduk,gluduk,,0
exp5_sdxl_a6000,Gluduk_00006_.png,gluduk,gluduk,,0
exp5_sdxl_a6000,Gluduk_00007_.png,gluduk,gluduk,FAbzkk,0
exp5_sdxl_a6000,Gluduk_00008_.png,gluduk,gluduk,Gluar Gluudak,0
exp5_sdxl_a6000,Gluduk_00009_.png,gluduk,gluduk,,0
exp5_sdxl_a6000,Gluduk_00010_.png,gluduk,gluduk,zalodk GLudk,0
exp5_sdxl_a6000,Gongg_00001_.png,gongg,gongg,GOON 0G,0
exp5_sdxl_a6000,Gongg_00002_.png,gongg,gongg,GONG,0
exp5_sdxl_a6000,Gongg_00003_.png,gongg,gongg,GOONG,0
exp5_sdxl_a6000,Gongg_00004_.png,gongg,gongg,GoNG GONC,0
exp5_sdxl_a6000,Gongg_00005_.png,gongg,gongg,,0
exp5_sdxl_a6000,Gongg_00006_.png,gongg,gongg,GONOG,0
exp5_sdxl_a6000,Gongg_00007_.png,gongg,gongg,GONGG,1
exp5_sdxl_a6000,Gongg_00008_.png,gongg,gongg,MoontiG9,0
exp5_sdxl_a6000,Gongg_00009_.png,gongg,gongg,GONGG GONGo GGN6,1
exp5_sdxl_a6000,Gongg_00010_.png,gongg,gongg,GONG,0
exp5_sdxl_a6000,Ting_00001_.png,ting,ting,MING,0
exp5_sdxl_a6000,Ting_00002_.png,ting,ting,TiNG,1
exp5_sdxl_a6000,Ting_00003_.png,ting,ting,@G,0
exp5_sdxl_a6000,Ting_00004_.png,ting,ting,TiNG,1
exp5_sdxl_a6000,Ting_00005_.png,ting,ting,Tils,0
exp5_sdxl_a6000,Ting_00006_.png,ting,ting,Tilnq ,0
exp5_sdxl_a6000,Ting_00007_.png,ting,ting,TIING,0
exp5_sdxl_a6000,Ting_00008_.png,ting,ting,Ting,1
exp5_sdxl_a6000,Ting_00009_.png,ting,ting,Ting,1
exp5_sdxl_a6000,Ting_00010_.png,ting,ting,TNGI,0
exp5_sdxl_a6000,TokTok_00001_.png,toktok,tok,ToX,0
exp5_sdxl_a6000,TokTok_00002_.png,toktok,tok,Al8i,0
exp5_sdxl_a6000,TokTok_00003_.png,toktok,tok,Tekiox,0
exp5_sdxl_a6000,TokTok_00004_.png,toktok,tok,YKS 1 OKK,0
exp5_sdxl_a6000,TokTok_00005_.png,toktok,tok,Y( s,0
exp5_sdxl_a6000,TokTok_00006_.png,toktok,tok,tOKk Tok,1
exp5_sdxl_a6000,TokTok_00007_.png,toktok,tok,1KS 1okikK,0
exp5_sdxl_a6000,TokTok_00008_.png,toktok,tok,Te2,0
exp5_sdxl_a6000,TokTok_00009_.png,toktok,tok,TK,0
exp5_sdxl_a6000,TokTok_00010_.png,toktok,tok,Tkok TOK,1
